merchant,category
electricity bill upi 664baeb3,Bills & Utilities
hindustan petroleum,Fuel
imps blr 3066 electrician,Services
bigbasket 28420 pos flipkart reliance,Shopping
barber imps 78537,Services
phonepe-Nykaa-8232,Shopping
tSarBazaar#465,Groceries
gpay iocl pump imps 47163,Fuel
airtel recharge upi b514c24b,Bills & Utilities
unknown txn pos 50804,Others
40692 blr metro,Others
upi txn barber upi 8815769c,Services
house cleaning upi a496e23f,Services
water can delivery upi b6a421f6,Services
subway pos 11301,Food & Dining
cab go blink phonepe,Travel
house cleaning upi 9aa95cfc,Services
myntra pos 95791,Shopping
indigo airlines upi 6ad9fc17,Travel
61779 metro ticket bpcl,Travel
vpa flipkrt/2415 upi bf30ef2f,Shopping
barber upi dbd9ef93,Services
tata cliq upi 9a2070a0,Shopping
pizza hut!4322 imps 27125,Food & Dining
pharmacy-2214 apollo,Health & Medical
paytm bookmyshow#9358 imps 79011,Entertainment
big bazaar,Groceries
hyd fuel station amazon 15618,Shopping
gpay paymart jio 12618,Bills & Utilities
uber upi 94527e4b,Travel
water bill upi 47579a26,Bills & Utilities
ac service-373 pos 25974,Services
PVR Cnms19,Entertainment
imps 92155 pune prime mart,Fuel
salon service upi 74588424,Services
Jio Fiber Bill txn91680,Bills & Utilities
ord starbucks redbus mum,Food & Dining
ApolloPharmacy#637,Health & Medical
cleaning@228 house pos 32545,Services
iocout ord1905,Fuel
medplus pos 58620,Health & Medical
hpcl pump-7970 upi 108e6ae8,Fuel
gpay cafecoffee pos 25582,Food & Dining
swiggy kol 33561 bigbasket,Groceries
electricity neft bill@5814,Bills & Utilities
cr wsh nknwn txn 6841 txn,Services
1mg imps 80845,Health & Medical
hpcl pump upi 0d3b6210,Fuel
60548 jio cash withdrawal,Bills & Utilities
zoma,Food & Dining
airtel recharge pos 47176,Bills & Utilities
imps amz imps 64635,Shopping
Subwya#596,Food & Dining
paytm grofers*864,Groceries
Ajio txn86082,Shopping
reliance fresh upi bcca8fd4,Groceries
McDonald's txn52879,Food & Dining
salon service pos 10995,Services
hindustan petreum_7089 upi b2ee0218,Fuel
recharge&9818 paytm airtel upi 77d29c6c,Bills & Utilities
dl dcthln rbn cmpny,Services
ola upi 7257beee,Travel
indigo airlines imps 82912,Travel
dominos,Food & Dining
18991 sln xprss mrt chnn dmns,Services
bpcl petrol imps 13868,Fuel
bigbasket upi 9355e743,Groceries
received from dishtvrecharge4495,Bills & Utilities
urban company imps 65520,Services
vpa hotstar%4518 imps 95211,Entertainment
unknown txn#5687 imps 30632,Others
indigo airlines,Travel
trf#barbequenation8655,Food & Dining
max hospital,Health & Medical
pump iocl imps 75361,Fuel
paytm water can delivery,Services
gpay vijayawada onepay pathlab 80212,Shopping
20547 pvr glbl strs chnn crd strbcks,Entertainment
transfer@836 upi a560e451,Others
12300 ac repair,Services
visa *spencer's4678,Groceries
decathlon kfc travelmart 76719 upi kol,Food & Dining
sony liv pos 88148,Entertainment
airtel recharge pos 20561,Bills & Utilities
ajio upi 7811878e,Shopping
visa *amazon7410,Shopping
transfer,Others
dth recharge upi f2348ddd,Bills & Utilities
amazon prime upi 241022ee,Entertainment
medplus,Health & Medical
house cleaning imps 92349,Services
amazon pos 90502,Shopping
general store upi 71a40ce0,Others
gpay hpcl pump/3838 pos 14340,Fuel
medplus imps 57596,Health & Medical
reliance fresh upi b75f9b4a,Groceries
air india,Travel
Subway txn89395,Food & Dining
zee5 upi 896e75eb,Entertainment
kfc upi 0dcf2275,Food & Dining
Unknown Transaction txn4614,Others
d-m ord3569,Groceries
phonepe dth recharge imps 51599,Bills & Utilities
Shll Fl Cntr774,Fuel
grofers imps 56100,Groceries
gpay-TataCliq-9870,Shopping
Dcthln108,Shopping
paytm-BPCLPump-8075,Fuel
spo ord8223,Entertainment
pizza hut upi fb46b60d,Food & Dining
electricity bill upi 776c3969,Bills & Utilities
jio postpaid pos 12932,Bills & Utilities
gpay-BarbequeNation-2203,Food & Dining
ref no#indianoilfuelstation8972,Fuel
hindustan ptrleum/8777 pos 12839,Fuel
shell fuel pos 52550,Fuel
grofers pos 36519,Groceries
gift shop upi 0ccd1e33,Others
grofers imps 98783,Groceries
1mg-852 upi 0d5f2602,Health & Medical
pharmeasy upi 210a331d,Health & Medical
gpay myntra pos 29727,Shopping
neft pharmeasy@9864 imps 62417,Health & Medical
big bazaar,Groceries
gift shop*6474,Others
jio postpaid,Bills & Utilities
urban company upi 2cccd153,Services
water bill reliance 44765 del air india card,Bills & Utilities
JioFiberiBll#146,Bills & Utilities
hyd gpay ola car wash,Services
decathlon pos 80099,Shopping
paytm-ShellFuelCentre-4085,Fuel
upi txn flipkrt upi 4e300c34,Shopping
imps jio postpaid!1368,Bills & Utilities
apollo pharmacy/5319 imps 46855,Health & Medical
house cleaning upi e235807a,Services
decathlon upi d4b48b08,Shopping
cafecoffee,Food & Dining
hpcl pump upi e9fca0ee,Fuel
airtel recharge imps 77098,Bills & Utilities
mm cl str srvcs pytm 47176,Fuel
lctrcn Srvcs355,Services
hpcl pump upi c682f700,Fuel
house cleaning upi ab1094ec,Services
express mart ref nykaa,Shopping
kfc imps 83162,Food & Dining
85298 blr apna mart ref,Services
ajio-2509 imps 99341,Shopping
bpcl sptfy xprss mrt 18914 crd,Entertainment
water bill neft pos 48700,Bills & Utilities
electricity bill%9092,Bills & Utilities
JMrt Grcry524,Groceries
hpcl pump upi 0c2ab12e,Fuel
grofers/7903 upi 4b31d33d,Groceries
paytm recharge dth upi 748d9f27,Bills & Utilities
vpa apollo pharmacy pos 28367,Health & Medical
general store upi 3906ceb9,Others
zomato,Food & Dining
water can delivery,Services
air india%7526 upi abc10e66,Travel
pll Phrmcy533,Health & Medical
txn upi rapido upi 9121dbdf,Travel
ord unknown txn,Others
myntra,Shopping
pos id#indianoilfuelstation4097,Fuel
sony liv pos 18204,Entertainment
gpay rapido pos 1846,Travel
utr ac service,Services
gas vpa bill@9320 upi 7787dc1b,Bills & Utilities
pharmeasy upi 04e09c37,Health & Medical
jio postpaid vpa,Bills & Utilities
phonepe more supermarket pos 21903,Groceries
paytm myntra imps 72753,Shopping
max hospital imps 69451,Health & Medical
tata cliq*8218 pos 53513,Shopping
bookmyshow upi d5dab8e7,Entertainment
urban company imps 69073,Services
grofers pos 43424,Groceries
upi txn unknown txn-416 upi b732a89a,Others
apollo pharmacy upi 542f38aa,Health & Medical
swiggy pos 79957,Food & Dining
pizza hut pos 38415,Food & Dining
rlnc rf pn,Entertainment
gift shop upi d465823f,Others
urban company upi da792126,Services
zee5 imps 15957,Entertainment
paytm pharmeasy8612,Health & Medical
imps airtel recharge imps 91532,Bills & Utilities
electricity bill,Bills & Utilities
urban company imps 61667,Services
grofers pos 17470,Groceries
vijayawada dominos 26893 imps iocl,Fuel
bpcl petrol,Fuel
ajio pay chennai 93087 fastlane,Others
blink go cab imps 13886,Travel
hut phonepe pizza,Food & Dining
mum card broadband daily mart,Bills & Utilities
chennai pvr ola,Entertainment
lctrcn Srvcs671,Services
phonepe ola,Travel
unknown txn upi 71b0984e,Others
myntra pos 63239,Shopping
misc payment imps 58446,Others
general store imps 78948,Others
hyd swggy cty plz 1mg 64752,Food & Dining
gpay fuel station water bill,Fuel
phonepe bookmyshow imps 68209,Entertainment
rapido pos 55173,Travel
general store upi 17203e48,Others
air india/3766,Travel
txn 58807 starbucks ref6c2fc8,Food & Dining
netflix upi c6191325,Entertainment
eMdPlus#178,Health & Medical
gift shop imps 19110,Others
ajio#9797 pos 45593,Shopping
max hspitl*7789 utr pos 80962,Health & Medical
hpcl pump upi 8e376a3e,Fuel
cliq&9095 tata neft upi 2b430b13,Shopping
barber imps 33100,Services
1mg imps 25177,Health & Medical
dl cr wsh,Services
city plaza,Fuel
phonepe medplus-1514 pos 19792,Health & Medical
salon service upi a82dc1d4,Services
iocout ord6202,Fuel
Flpikart#235,Shopping
ref3ba1ba jio mart global stores mum pay,Groceries
lctrcn Srvcs870,Services
noida bpcl pharmeasy,Fuel
fuel station paymart bookmyshow 28929 blr card,Fuel
cafecoffee pos 61850,Food & Dining
upi gurgaon 57247 green fresh irctc,Shopping
unknown txn%2226 imps 36851,Others
petreum!8904 hindustan gpay imps 51555,Fuel
utr sony liv,Entertainment
max hsptl,Health & Medical
kol uber 70294 parking fee,Travel
apollo pharmacy imps 48513,Health & Medical
jio postpaid imps 61787,Bills & Utilities
cafecoffee upi 0451865a,Food & Dining
paytm-OlaCabs-1842,Travel
pizza hut%3000,Food & Dining
58603 prime video card blr iocl,Fuel
card gas bill reliance 76394 vijayawada,Bills & Utilities
netflix,Entertainment
urban company,Services
apollo pharmacy pos 84410,Health & Medical
bookmyshow-7909,Entertainment
pos misc payment water bill 36999,Bills & Utilities
dth recharge,Bills & Utilities
dth recharge,Bills & Utilities
Dcthln365,Shopping
water bill@7349 imps 70009,Bills & Utilities
txn grgn zmt prkng f,Food & Dining
cafecoffee upi c4addf34,Food & Dining
blink go cab pos 66970,Travel
j 82322 pn,Shopping
water can delivery*5042 imps 37795,Services
bill#7347 gas upi b374d58c,Bills & Utilities
electricity bill%4458,Bills & Utilities
utr amz prime_3790,Entertainment
Electrician Services txn62709,Services
imps amz imps 64635,Shopping
amaon prime&3727,Entertainment
Electrician Services txn53341,Services
myntra upi a47cd1b1,Shopping
amzn,Shopping
ola,Travel
water can delivery imps 77869,Services
irctc pos 35546,Travel
zomato pos 38848,Food & Dining
jio postpaid pos 65039,Bills & Utilities
1mg vijayawada txn,Health & Medical
paytm burgerking3598,Food & Dining
chennai 66609 electrician card fuel station,Services
general store upi b6e434d0,Others
amazon imps 66395,Shopping
water can delivery_3270 pos 73712,Services
imps rapido-2297 upi b94190e9,Travel
hotstar,Entertainment
pizza hut upi fb46b60d,Food & Dining
gpay urban company pos 96312,Services
22933 ord ref0ba3a9 ola city plaza mum,Travel
paytm hotstar&3162 upi b5114d71,Entertainment
unknown txn pos 39461,Others
upi txn recharge/9716 airtel imps 22185,Bills & Utilities
unknown txn quickpay salon gurgaon ref,Others
unknown txn,Others
imps meesho imps 53970,Shopping
irctc pos 76987,Travel
jio postpaid pos 65748,Bills & Utilities
apollo pharmacy@8595,Health & Medical
netflix,Entertainment
grofers&9641,Groceries
gpay-Amazon-8115,Shopping
transfer imps 29517,Others
fuel station ord dth gurgaon,Fuel
amazon upi 91df1a4d,Shopping
Unknown Transaction txn60139,Others
received from olacabs3278,Travel
ajio-2509 imps 99341,Shopping
rapido imps 57705,Travel
1mg pos 98072,Health & Medical
pizza hut pos 38415,Food & Dining
more supermarket upi 1094af01,Groceries
swggy%6203 pos 77851,Food & Dining
bookmyshow blr 55046 ajio,Shopping
ac service upi ad94d336,Services
vndr pymnt 81182 py chnn phrmsy,Others
irctc upi a772d638,Travel
air india express mart cash withdrawal mum,Travel
upi txn flipkrt upi 4e300c34,Shopping
max hospital upi 13a87dcf,Health & Medical
salon service imps 51019,Services
del vendor payment ola,Travel
ac service upi 33a394e5,Services
misc payment upi b4ea44b0,Others
supermarket!2360 more,Groceries
sony liv upi 3d44fc7c,Entertainment
imps jio mart,Groceries
kfc upi 0dcf2275,Food & Dining
upi more supermarket txn upi a07db768,Groceries
jio postpaid!6746 pos 24174,Bills & Utilities
imps ola,Travel
airtel recharge pos 94297,Bills & Utilities
bbnow 14040 clinic noida,Health & Medical
bookmyshow car wash gurgaon txn,Entertainment
water bill upi 22adcc63,Bills & Utilities
txn reffc2fb0 gurgaon jio 20082 cash withdrawal apna mart,Others
gurgaon gpay electrician express mart,Services
zee5 pos 84376,Entertainment
airtel recharge@1069 pos 38802,Bills & Utilities
Spotify,Entertainment
unknown txn pos 52440,Others
zee5 pos 45077,Entertainment
medplus imps 80706,Health & Medical
irctc-6007 pos 27642,Travel
phonepe flipkrt/3757 imps 94194,Shopping
BabrequeNation#479,Food & Dining
phonepe-Flipkart-6722,Shopping
BigBasket txn63793,Groceries
meesho upi 427deb4d,Shopping
refa356fb travelmart bigbasket,Groceries
gas bill pos 16747,Bills & Utilities
gpay iocl pump imps 47163,Fuel
paytm-AirIndia-4420,Travel
pos mum bigbasket 41958,Groceries
jio postpaid upi 5574d34c,Bills & Utilities
water can delivery,Services
zomato imps 55667,Food & Dining
phonepe hotel saravana#5294,Food & Dining
myntra urban mall txn electricity bill,Shopping
spotify starbucks kol card 82392,Food & Dining
sony liv upi 231d4387,Entertainment
80345 noida star services,Shopping
general store upi 034c0458,Others
netflix/2207,Entertainment
apollo pharmacy,Health & Medical
J Fbr Bll633,Bills & Utilities
upi txn transfer pos 6327,Others
utr#hppetrolpump205,Fuel
tata cliq daily mart card noida,Shopping
74836 green fresh apollo,Health & Medical
Uber Rides txn8166,Travel
dth reliance mum 58446 gpay ola,Bills & Utilities
shell fuel-666 upi 40b1cb97,Fuel
txn npy pn mcdnlds,Groceries
general store pos 84742,Others
shell fuel,Fuel
gpay netflix/4539,Entertainment
decathlon pos 89124,Shopping
Swggy151,Food & Dining
air india%5890 upi a3764416,Travel
netflix pos 31807,Entertainment
rapido upi 066ec352,Travel
barber pos 55769,Services
go cab blink upi f9dc653a,Travel
ptrl bpcl imps 68017,Fuel
bill gpay electricity imps 93241,Bills & Utilities
AirteleRcharge#561,Bills & Utilities
IndianOilFuleStation#400,Fuel
gpay general store-7698 imps 81467,Others
parking fee gpay 58511 vijayawada,Others
rf5305 bhrt ptrlm pytm 42738,Fuel
pathlab 86946 pay 1mg reliance hyd,Health & Medical
myntra imps 89880,Shopping
apollo pharmacy upi 83c9edd3,Health & Medical
airtel recharge upi a35f1277,Bills & Utilities
hindustan petroleum upi 23db1b44,Fuel
parfee ord3353,Others
urban company,Services
pizza hut imps 30389,Food & Dining
pay hyd bpcl,Fuel
pune dth 43575 ord refd0b550 green fresh,Fuel
irctc pos 11802,Travel
imps sggy,Food & Dining
vpa apollo pharmacy/1508 imps 93645,Health & Medical
1mg imps 67090,Health & Medical
service paytm ac pos 59996,Services
more supermarket vpa,Groceries
neft medplus upi 0a50832b,Health & Medical
ajio pos 70090,Shopping
chennai pos dmart 6353 ref79e8af ajio,Groceries
bpcl petrol pos 36452,Fuel
mcdonalds pos 60389,Food & Dining
phonepe zee5 pos 59518,Entertainment
barber upi 757aeb22,Services
general store upi 392f1c7e,Others
61562 broadband noida,Bills & Utilities
hotel saravana*7953 upi f0a5fca5,Food & Dining
1mg-4943 pos 92265,Health & Medical
burger king,Food & Dining
neft airtel recharge pos 8807,Bills & Utilities
gas vpa bill@9320 upi 7787dc1b,Bills & Utilities
mtr py 31866,Groceries
car wash omni corp pos 31781,Services
prime gpay amaon,Entertainment
bookmyshow upi a3db293a,Entertainment
flipkart 27419 mum paytm quickpay,Entertainment
gas bill_2289 pos 93840,Bills & Utilities
hotstar,Entertainment
gpay netflix upi 6b12f4a4,Entertainment
ref2c3547 onepay ref 95111 vijayawada,Shopping
water bill kol ajio urban mall,Shopping
house cleaning pos 97828,Services
air india imps 32014,Travel
paytm unknown txn vijayawada 29141 unknown txn,Others
bpcl petrol pos 93968,Fuel
bookmyshow upi f71a1f33,Entertainment
air india imps 96183,Travel
burger king pos 70822,Food & Dining
upi txn urban company@1084 imps 71984,Services
card daily mart vijayawada jio 43241,Shopping
MedPlus txn78274,Health & Medical
ola imps 38372,Travel
myntra upi c9db2e51,Shopping
bigbasket upi a3af3f21,Groceries
grofers imps 94771,Groceries
indigo electrician hyd,Travel
general store&8032 imps 93986,Others
31847 pytm chnn dth mtr bhrt ptrlm,Bills & Utilities
hindustan petrleum,Fuel
ola,Travel
received from bpclpump4823,Fuel
vpa dth recharge imps 84419,Bills & Utilities
hotel saravana imps 20948,Food & Dining
txn 14263 prime mart electricity bill chennai,Groceries
airtel recharge pos 21059,Bills & Utilities
meesho imps upi d931cfc5,Shopping
neft 1mg@8056,Health & Medical
utr house cleaning!257 upi 3af00289,Services
meesho,Shopping
clnc trvlmrt rf0b894 ptrl pmp dl mps,Health & Medical
more supermarket pos 92082,Groceries
bookmyshow%1909 imps 96295,Entertainment
UbreRides#481,Travel
upi pune local kirana express mart,Groceries
bpcl petrol upi dcc5b84f,Fuel
80932 misc payment vijayawada imps ola,Travel
apollo pharmacy_1284,Health & Medical
urban company upi 09142a30,Services
phonepe-IndianOilFuelStation-7880,Fuel
dth recharge imps 40071,Bills & Utilities
paytm reliance fresh pos 20516,Groceries
52362 cash withdrawal pay ola,Others
bookmyshow upi d5dab8e7,Entertainment
bookmyshow upi 996b8ebf,Entertainment
cash withdrawal txn dmart,Others
indigo,Travel
zmt#8174 imps 82492,Food & Dining
tata cliq 94869 imps daily mart,Shopping
dth recharge imps 32817,Bills & Utilities
spencers pos 53542,Groceries
46755 blr global stores,Fuel
water can delivery*5042 imps 37795,Services
dmart neft,Groceries
barber imps 42863,Services
ac service@5778 pos 56089,Services
dmart upi 159d6395,Groceries
neft house cleaning upi ff766559,Services
pos pathlab fastlane bharat petroleum 3714,Health & Medical
house cleaning%338 imps 52170,Services
nykaa 71107 ord express mart chennai,Health & Medical
zomato upi f372f6af,Food & Dining
airtel recharge pos 94297,Bills & Utilities
gas bill/5391,Bills & Utilities
bpcl petrol upi 9bec22bf,Fuel
ref daily mart 54302 airtel,Services
neft dth recharge%9714 imps 74356,Bills & Utilities
paytm-Myntra-7717,Shopping
amazon prime pos 68922,Entertainment
zomato imps 47021,Food & Dining
barber-2816 pos 65334,Services
1mg upi 560d0be8,Health & Medical
PVR Cinemas txn6863,Entertainment
spencers upi 94f6a698,Groceries
mcdonalds,Food & Dining
Zmt17,Food & Dining
dmart,Groceries
electricity bill,Bills & Utilities
burger king,Food & Dining
ola upi 6b048839,Travel
hotel saravana*7953 upi f0a5fca5,Food & Dining
amz-873,Shopping
cf 1202 nyk blr,Food & Dining
Strbcks85,Food & Dining
ref2e5327 imps urban company,Services
dth recharge,Bills & Utilities
Urban Company txn94244,Services
fastlane pvr 27662 ord noida,Entertainment
ajio%5433 pos 40790,Shopping
gas bill,Bills & Utilities
gpay iocl pump@7637 upi 80335e34,Fuel
neft transfer upi 6b53d041,Others
salon service imps 20550,Services
electrician del water bill 60069,Services
mcd ord4713,Food & Dining
chennai 65581 bigbasket star services paytm,Groceries
amazon upi 5da40b08,Shopping
IOCL Outlet txn89011,Fuel
pharmeasy pos 2100,Health & Medical
apollo pharmacy,Health & Medical
neft misc payment pos 29154,Others
65507 chnn rd c rpr,Services
ajio,Shopping
carwasse ord1620,Services
netflix imps 63000,Entertainment
decathlon imps 69054,Shopping
hpcl urban company urban mall vijayawada txn 60401,Services
paytm service ac pos 19720,Services
ac service imps 47017,Services
flipkart imps 75300,Shopping
grn frsh pn gpy,Travel
jio postpaid,Bills & Utilities
utr ola upi 18950443,Travel
gift shop-4988,Others
amzn prime upi 550feaa8,Entertainment
barber-441 upi 74133503,Services
pharmeasy,Health & Medical
urban company pos 37300,Services
paytm-GeneralStore-5688,Others
neft dmart@8655 upi fc49fa5b,Groceries
phonepe barber upi 440740fb,Services
phonepe pharmeasy imps 29911,Health & Medical
gpay-MoreSupermarket-2904,Groceries
paytm pizza hut pos 73318,Food & Dining
burger king pos 88614,Food & Dining
dominos pos 92407,Food & Dining
water bill imps 28899,Bills & Utilities
myntra upi 9afcd46f,Shopping
barber upi be9712d1,Services
netflix-852,Entertainment
decathlon ref579d70 jio,Bills & Utilities
neft general store,Others
paytm house cleaning/6088 upi ab7940a9,Services
ola starbucks apna mart ref,Food & Dining
imps jio postpaid-4465,Bills & Utilities
decathlon%7265 imps 93210,Shopping
pharmeasy upi 210a331d,Health & Medical
kol vendor payment,Others
received from housecleaningservice5991,Services
gpay-JivaAyurveda-1665,Health & Medical
irctc,Travel
IndiGoArilines#396,Travel
neft general store,Others
AiIrndia#701,Travel
ref3e20c8 prime video 55168 chennai,Entertainment
apollo pharmacy upi b1c50819,Health & Medical
Rapido Bike Taxi txn88340,Travel
big bazaar imps 82410,Groceries
hindustan petroleum imps 89589,Fuel
hotel saravana upi d4c54019,Food & Dining
hindustan petreum pos 88369,Fuel
water can delivery pos 13215,Services
vpa amz prime&6904 upi f68730c8,Entertainment
swiggy imps 46078,Food & Dining
electricity bill upi f4e9ce6c,Bills & Utilities
hpcl pump pos 66691,Fuel
utr misc payment pos 97141,Others
gpay more supermarket%6776 pos 66008,Groceries
1mg pos 32750,Health & Medical
unknown txn upi 9a54aeed,Others
big bazaar hyd ord,Groceries
burger king pos 45373,Food & Dining
burger king imps 92370,Food & Dining
upi vijayawada city plaza fortis 60411,Groceries
pizza hut imps 84178,Food & Dining
AC Repair Service txn99380,Services
mcdnlds,Food & Dining
neft blink go cab,Travel
cafecoffee upi acbefee6,Food & Dining
pos myntra prime mart vijayawada ref917fab 2239,Shopping
airtel recharge_640 imps 23679,Bills & Utilities
pos id#electricianservices6141,Services
phonepe-HouseCleaningService-8562,Services
gpay more supermarket%6776 pos 66008,Groceries
bigbasket pos 87073,Groceries
unknown txn imps 28450,Others
phonepe flipkrt%2367 pos 50789,Shopping
imps 1mg imps 96768,Health & Medical
vpa hotel saravana imps 26133,Food & Dining
card bharat petroleum kol salon,Services
irc ord5780,Travel
indigo airlines,Travel
utr bookmyshow%1470,Entertainment
airtel recharge,Bills & Utilities
imps sony liv upi d16dca0a,Entertainment
bpcl petrol upi b39c4109,Fuel
air phonepe india/9476,Travel
paytm-Decathlon-3978,Shopping
dominos pos 33638,Food & Dining
pharmeasy imps 98268,Health & Medical
myntra pos 68423,Shopping
irctc&6299,Travel
airlines*3853 gpay indigo upi 18b971bf,Travel
iocl pump upi 42d1a8a6,Fuel
sggy/3963 pos 36312,Food & Dining
pump%2251 iocl pos 66761,Fuel
general store upi c26d711b,Others
sony liv pos 57345,Entertainment
kol jio mart car wash,Services
water can delivery upi 88c3b817,Services
neft 1mg,Health & Medical
ac service upi f697b49c,Services
uber upi 316e2a8d,Travel
vijayawada txn starbucks local kirana,Groceries
gpay-AirIndia-4736,Travel
imps max hsptl-3165 upi 96dbb219,Health & Medical
imps house cleaning-9431,Services
90834 1mg vjywd,Health & Medical
dth recharge*1649 imps 87349,Bills & Utilities
rapido upi bb5496b9,Travel
phonepe-Domino'sPizza-7844,Food & Dining
hpcl pump imps 29475,Fuel
shell fuel/3405,Fuel
bookmyshow imps 46563,Entertainment
inomov ord3785,Entertainment
vpa iocl pump&9112 imps 49226,Fuel
paytm-BarbequeNation-9348,Food & Dining
hotstar imps 70898,Entertainment
gpay zmt#2863 pos 43339,Food & Dining
airtel recharge imps 46442,Bills & Utilities
airtel recharge imps 70619,Bills & Utilities
upi txn unknown txn-416 upi b732a89a,Others
hotel saravana,Food & Dining
fastlane noida 51854,Fuel
grofers&9641,Groceries
local kirana green fresh 12636 vijayawada card,Food & Dining
sony liv imps 41110,Entertainment
phonepe misc payment imps 34935,Others
nd frts gpy j,Bills & Utilities
indigo airlines imps 38549,Travel
blink go cab pos 87216,Travel
myntra pos 63239,Shopping
gpay zee5,Entertainment
dmart imps 82871,Groceries
amazon upi 9e4b2296,Shopping
rapido pos 66972,Travel
zmt,Food & Dining
ac service pos 26375,Services
ac service,Services
vpa general store pos 42246,Others
imps big bazaar pos 99462,Groceries
barber imps 44152,Services
indigo airlines imps 95497,Travel
liv phonepe sony pos 22077,Entertainment
phonepe-AirIndia-1606,Travel
uber upi 71d45c3f,Travel
bpcl petrol pos 93968,Fuel
refcc89b8 bookmyshow noida omni corp 38070,Fuel
iocout ord4897,Fuel
myntra_292 pos 54345,Shopping
water bill imps 48286,Bills & Utilities
gpay myntra@1146 upi 91a6e6f1,Shopping
imps water can delivery_3981 pos 60392,Services
hyd bgbskt 73766 nknwn txn p,Others
pll Phrmcy465,Health & Medical
grofers,Groceries
hyd imps 63271 apollo apna mart,Health & Medical
upi txn salon service,Services
max hospital upi 624d6154,Health & Medical
imps mcdonald's1694,Food & Dining
sony liv upi acbb4c96,Entertainment
visa *cashwithdrawal2616,Others
transfer pos 10549,Others
card *bookmyshow2039,Entertainment
imps ola upi 844f2068,Travel
ajio upi 375154b0,Shopping
Big Bazaar txn41392,Groceries
ola union services noida 74251 nykaa txn,Travel
utr hotstar upi 1c13386f,Entertainment
decathlon pos 18322,Shopping
pos hyd unknown txn,Others
uber imps 20784,Travel
indigo airlines upi 0841f0fa,Travel
grgn 62374 rtl gs bll txn,Bills & Utilities
burger king upi c927baaa,Food & Dining
paytm meesho/6957 pos 9437,Shopping
TNB lctrcty Bll545,Bills & Utilities
subway upi 05185281,Food & Dining
Shell Fuel Centre txn93357,Fuel
house cleaning!7002,Services
ref no#bpclpump8286,Fuel
airtel recharge pos 18270,Bills & Utilities
airtel recharge pos 20561,Bills & Utilities
big bazaar upi b4239126,Groceries
imps airtel recharge#8142 upi c58117b6,Bills & Utilities
amazon prime imps 76208,Entertainment
vpa zmto upi 4c3a25db,Food & Dining
ac service-373 pos 25974,Services
medplus imps 26042,Health & Medical
card *netflixsubscription5821,Entertainment
prm vd mtr rfbc5f lctrcty bll kl mps 22023,Entertainment
upi txn ajio/4310 imps 17711,Shopping
shell fuel upi 81ea34f4,Fuel
Ajio,Shopping
vpa indigo airlines,Travel
imps hpcl pump_8472 pos 68969,Fuel
upi txn cafecoffee imps 11484,Food & Dining
myntra,Shopping
tneelebi ord5758,Bills & Utilities
plumber,Services
big bazaar upi 61a70c9c,Groceries
14273 upi netflix misc payment,Others
gpay 65508 metro,Services
pharmeasy,Health & Medical
gas bill imps 25313,Bills & Utilities
Misc Payment txn76009,Others
meesho pos 50485,Shopping
LocalVendoruPrchase#843,Others
paytm-IRCTC-5923,Travel
paytm transfer-133 upi 50b8ed39,Others
phonepe-JioFiberBill-7284,Bills & Utilities
phonepe electricity bill&3345 imps 23245,Bills & Utilities
neft house cleaning upi ff766559,Services
bookmyshow pos 7976,Entertainment
paytm-Zomato-7533,Food & Dining
Phrmsy251,Health & Medical
93244 msc pymnt bkmyshw grgn,Others
paytm 70682 gas bill jio mart,Bills & Utilities
swi ord7243,Food & Dining
apollo pharmacy imps 88157,Health & Medical
cafecoffee pos 95948,Food & Dining
med ord161,Health & Medical
dth recharge pos 9229,Bills & Utilities
sony liv pos 4277,Entertainment
indigo airlines imps 38549,Travel
electricity bill/7799,Bills & Utilities
zomato pos 91236,Food & Dining
ndnl Fl Sttn494,Fuel
mps grgn 31151 ndg,Travel
2341 mm gpy phrmsy shll,Health & Medical
transfer,Others
indigo airlines imps 19028,Travel
rapido,Travel
apollo unknown txn del,Health & Medical
service/8974 salon,Services
reliance phonepe fresh%7791 pos 49140,Groceries
JioFiebrBill#315,Bills & Utilities
burger king pos 88614,Food & Dining
phonepe dominos&4365 upi e666b9c2,Food & Dining
ac repair nykaa fastlane,Shopping
meesho pos 61156,Shopping
gpay mum parking fee 18944 plumber global stores,Services
Parking Fee txn16663,Others
medplus%8200 imps 68392,Health & Medical
bookmyshow paytm imps 18203,Entertainment
kol shell star services,Services
grofers,Groceries
gurgaon pharmeasy bharat petroleum ord,Fuel
dmart pos 94965,Groceries
lctrcn Srvcs388,Services
hotstar imps 71517,Entertainment
shell fuel,Fuel
NetflixSubscripiton#521,Entertainment
phonepe blink go cab%5779 pos 80634,Travel
grofers imps 71838,Groceries
vpa apollo pharmacy%4185,Health & Medical
dth recharge upi 9dc3e41c,Bills & Utilities
subway imps 87429,Food & Dining
amazon prime pos 21682,Entertainment
AirtelRechagre#869,Bills & Utilities
gas bill upi 46cc00ac,Bills & Utilities
upi hpcl chennai 87865 paymart,Bills & Utilities
txn company*135 upi urban,Services
del 52263 gpay hpcl omni corp,Fuel
water can delivery,Services
transfer upi 4a514164,Others
netflix gpay imps 12687,Entertainment
phonepe bpcl ptrl,Fuel
5376 electricity bill ref jio refaf3fcb blr,Bills & Utilities
fastlane upi,Groceries
C Rpr Srvc648,Services
shell fuel,Fuel
