merchant,category
&730 47423 transworld bank transfer neft subscription,Others
airtel ord4029,Bills & Utilities
169607,Bills & Utilities
zomato metroticekt neft pune flight,Travel
bharat petroleum express mart,Fuel
blr paytm shop dominos mx player #663,Entertainment
gpay pvr gurgaon charity -260,Others
ac repair union services pune,Services
#694 mum hotel taj city plaza rtgs dinner,Entertainment
ticket rtgs transworld 25143 pune -10 primevidoe,Entertainment
76758 shop upi !996 ola,Travel
&935 utr noida pharmesay 1324,Health & Medical
cafe coff gpay urban mall bharat petroleum noida,Food & Dining
dmart txn7487,Groceries
93800 water board del irctc,Travel
electrician txn1284,Services
upi jioamrt ref omni corp,Groceries
quickpay upi noida 57579 repair,Food & Dining
zee5 txn663,Entertainment
%183 bill mcdonalds vpa 25696,Food & Dining
nteb 59434 noida ride,Bills & Utilities
47626 _422 ride neft domi ajio outlet movie,Food & Dining
clinic ref imps amzn f,Groceries
mum upi dominos order 39889 grocery,Food & Dining
uber ord4300,Travel
netflix phonepe !743 union services 42131 petrol,Entertainment
union services 30316 property tax chennai note:0e04675c6d ref18512,Bills & Utilities
86728 fastarg txn onepay note:0d81e99466 ref17879,Fuel
quickpay rapido txn5503,Travel
pathlab imps 79986 !922 txn,Entertainment
redbus 71820 goiibbo,Travel
mum 67164 pharma cinema petrol,Groceries
iocl phonepe 18967,Shopping
urban mall petrol bunk ord2135,Fuel
starbucks pay vpa star services chennai note:1ba4025f00 ref23569,Entertainment
783333,Bills & Utilities
paymart make my paytm #775 87543 chennai fuel,Travel
:486 bill blr 83484,Others
vpa &743 noida ref 88154 burger king,Food & Dining
12317 bill !997 pathlab swiggy,Food & Dining
iocl ord2059,Fuel
reliance pathlab ord6069,Health & Medical
vpa noida -144 82853 note:72312989a6 ref32771 flight,Groceries
apna mart petrol pump ref6140,Fuel
urban mall cafe coffee day ref7330,Food & Dining
neft mla gift shop 46395 doctor,Shopping
city plaza reliance fresh ord6434,Groceries
charity recharge mum reb @137,Travel
burger king txn6612,Food & Dining
bigbasket ref9545,Groceries
87470 paytm hyd -438 shop amazon,Shopping
omni corp bpc vijayawada #118 ride 42825 bigbasket petrol,Fuel
amzn fresh phonepe 18273 doctor doctor,Bills & Utilities
zee5 vijayawada,Entertainment
bill ze5e kol 2164,Entertainment
fastlane hyd 67887 amnzf paytm ticket,Groceries
ref 71364,Entertainment
courier vijayawada,Services
transworld hotel taj 54386 vpa recharge,Food & Dining
tiffin service express mart phonepe clinic eye care,Health & Medical
92797 neft property tax,Bills & Utilities
green fresh rapido txn543,Travel
rtgs cab rap &789 9741,Travel
broadba bill !706 22624,Bills & Utilities
kol 1mg gpay grocery,Health & Medical
paytm irctc cafeocf 33392 movie,Food & Dining
quickpay bharat petroleum ref1551,Fuel
73647 dth card %471 imps,Bills & Utilities
irctc txn9486,Travel
dentlacare noida hotstar &327 doctor,Health & Medical
bookmyshow ref3808,Entertainment
phonepe blr misc payment domi 7701 flight,Food & Dining
donation 80559 chennai,Others
pharmeasy ord7548,Health & Medical
pharma 1412 pune rtgs subscription,Bills & Utilities
salon txn6076,Services
tneb 19279 chennai maznfresh,Groceries
91280 bill pvr %662 green fresh,Entertainment
fastlane pathlab ref8326,Health & Medical
daily mart urban company ord7795,Services
rtgs rent gurgaon note:f6cfcc4c93 ref79105 dinner,Food & Dining
eye care 16835 mum petrol pump neft note:8fb28fe483 ref43588 grocery,Fuel
cafe coffee day 5652 utr makemytrpi #688,Travel
81545 meesho vijayawada plumber,Services
clinic 85700 rtgs sal mum ajio /700 subscription,Services
electrician recharge kol 32476 salon movie,Services
!732 card phonepe 29922 broadband bill urban mall unknown,Bills & Utilities
gpay broadband bill 79517 mlal note:56623b8e93 ref61762,Shopping
makeymtrip @854 quickpay max hospital recharge 19633 subscription,Travel
dominos ref7092,Food & Dining
hyd upi 96979 big bazaar *375,Groceries
pune 1439 goiibbo note:0885a9b1c0 ref23008,Travel
imps dth 63157 tneb cab &840,Bills & Utilities
pvr imps !944 34441,Entertainment
cafe coffee day,Food & Dining
rebdus vijayawada txn phonepe 53193,Travel
urban mall myntra ord4886,Shopping
star services uber ord2957,Travel
doctor *696 goib housekeeping del,Travel
irctc cab del 9653 movie,Travel
97055 mal !172 jio mart neft noida note:865e04c15b ref22116 flight,Shopping
mdeplus rtgs 96007 pune mcdonalds #881,Health & Medical
imps donation 66393 jio dinner,Bills & Utilities
imps %328 star services txn 62003 noida,Shopping
cashwitdhrawal ride onepay 83694 neft note:9cebed486b ref29083,Others
metro *701 fastag refuel 69364,Fuel
fuel station blr,Fuel
pharma hyd 69304 couirer phonepe car wash note:2e4b31e4ec ref24105,Services
82417 shop reliance bugrerking _557 rtgs,Food & Dining
damrt quickpay burger king :937 1153 utr,Groceries
reliance fresh txn1286,Groceries
:973 gpay 1441 spotify global stores rent pune irctc,Entertainment
daily mart unknown ref9879,Others
amazon green fresh,Shopping
bpcl mum,Fuel
kol 60699 vpa recharge bbnwo dinner,Groceries
pune 37742 misc payment air note:9ce8080ebb ref48825,Bills & Utilities
dth neft 81434 _833 pune note:ed549d3fec ref61976,Bills & Utilities
gurgaon 76878 @271 pathlab bookmsyhow subscription,Entertainment
hyd 74062 txn fortis rtgs #25 subscription,Health & Medical
max hospital reliance chennai,Health & Medical
txn 8246 vpa del irctc zee5 note:c8a801f6ee ref56562 petrol,Travel
omni corp hotstar ref7431,Entertainment
chennai xmplayer municipal ref note:90685cc65d ref33956 subscription,Entertainment
1mg mall doctor upi prime mart noida 75180 grocery,Health & Medical
vijayawada medplus /115 12836 gpay reliance note:f2a7f626d1 ref43279,Travel
hyd rtgs grof card 80292 note:ab5d1c867e ref65543,Groceries
card blr 51007 apna mart,Others
bank transfer urban mall,Others
hyd vpa medp /734 79194,Health & Medical
zomato transworld del,Food & Dining
noida pharma -267 myntra 68354 laundry note:480abf0cd6 ref52202,Services
local kirana 94826 clinic,Groceries
vendor payment hyd,Others
blr 83502 neft hotel,Food & Dining
jio mart %405 local kirana ref transworld 68231,Groceries
airtel ref1394,Bills & Utilities
rent 68613 cafe coff chennai,Food & Dining
reliance car wash del 63284 utr pharma medplus,Services
_154 nykaa chennai tatcaliq dinner,Shopping
cash withdrawal ord5668,Others
76518 neft txn grofers global stores,Groceries
ola 71147 vpa,Groceries
utr kol 59398 bank tr shop,Others
55245 vijayawada maekmy cab note:3d83a17372 ref44621 subscription,Travel
74527 clinic pune neft swiggy jimo doctor,Groceries
tneb gpay chennai 71475 shop,Bills & Utilities
attacliq neft bill 11394,Shopping
35610 jio mart blr clinic note:b3e0787835 ref48408,Groceries
dental care txn7640,Health & Medical
fuel gas pump 28481 transworld mum urban company imps note:12be791614 ref39949,Fuel
unknown pharma vpa 71149 pvr /569 note:034f05ea35 ref73426,Others
9779 omni corp vijayawada hote,Food & Dining
bank transfer del path :17 phonepe 11916 grocery,Health & Medical
blr bigba prime mart utr 75745 note:29f613f975 ref71195,Groceries
fortis 64485 ride paytm,Health & Medical
6032 ref reliance fresh mum fastag refuel note:0df303dd8d ref17137,Groceries
-954 metro property tax 19381,Bills & Utilities
water 4525 utr mum swiggy,Bills & Utilities
courier ord329,Services
33082 txn ajio,Health & Medical
194297,Bills & Utilities
imps dmart gurgaon 97502,Groceries
31466 cafe coff pay /34 upi kol note:b808643b7c ref95026 grocery,Food & Dining
onepay tiffin service ord1999,Services
prime video ref9000,Entertainment
omni corp grofers ord5555,Groceries
blr 46546 imps :151 max hospital bookmyshow,Entertainment
charity union services vijayawada,Others
big bazaar ac repair fuel !570 30996,Services
upi blr pay urban mall 99269 :862 hosttar,Entertainment
phonepe /290 gas pump 86311 bill hyd express mart,Bills & Utilities
doctor dominos -538 7321 pune amazon imps,Shopping
979180,Groceries
imps green fresh 71458 ticket,Shopping
unknown txn,Services
92767 imps _868 redbsu grofers doctor note:d876fbefae ref57742,Travel
55558 swiggy rent gurgaon transworld upi nykaa,Food & Dining
croma txn1977,Shopping
60008 %793 chennai paytm unknown unkn clinic,Others
dosa plaza gurgaon pay cash withdrawal 47750 phonepe -789,Food & Dining
prime video ref4197,Entertainment
daily mart hotel taj ord9317,Food & Dining
fuel station txn4863,Fuel
medplus %945 shop gurgaon 74146 petrol,Groceries
recharge 91223 imps plumber,Services
nykaa imps goib 47608 chennai recharge :427 note:d795224a3c ref43111 doctor,Travel
bharat pe *334 doctor 12583 imps bank transfer,Fuel
92296 flipkart pune rtgs pay :309 hotstar repair,Entertainment
kol burger municipal,Food & Dining
eye care prime mart mum,Health & Medical
gurgaon union services %407 shop medplus 99019,Fuel
nykaa ref156,Shopping
recharge broadban travelmart pune ajio @737 repair,Bills & Utilities
gas bill txn5732,Bills & Utilities
74058 inidgo water board shop utr grocery,Travel
435906,Shopping
vendor payment ord5189,Others
pay hyd housekeeping,Services
67884 iocl neft union services bill hyd,Fuel
noida imps 81352 indigo rent :312 note:6a67650835 ref75961,Shopping
rtgs netflix,Food & Dining
!325 jio mart hyd 41153 cab,Travel
9172 uber &606 chennai electriictyboard imps subscription,Bills & Utilities
union services unknown txn8917,Others
utr courier blr 38622 :967 note:301694fc72 ref16826,Services
bbnow gurgaon,Groceries
fastlane vendor payment txn9437,Others
ref upi mcdonalds gurgaon 8478,Food & Dining
/363 fastagr rtgs,Fuel
gurgaon plumber 93896 pvr,Entertainment
ride 12594 _726 airtel,Bills & Utilities
transworld sony liv ref4108,Entertainment
salon blr,Services
paytm eye care 61110 repair,Health & Medical
92136 ajiooutlet,Shopping
uber ord6747,Travel
zomato jio vpa txn 18620,Bills & Utilities
jiom rent blr :87 39545,Groceries
meesho txn9021,Shopping
daily mart 28937 gurgaon utr sonylvi note:272bc75bf8 ref30991 movie,Entertainment
315464,Shopping
flipkart phonepe 56191,Food & Dining
txn 2055 @282 burger note:0cfd0fbddf ref30521,Food & Dining
order utr mall vijayawada 49043 flight,Fuel
!954 pharma pune gas pump flight,Fuel
noida paytm 29142 water board shop global stores petrol,Food & Dining
ac repair txn2744,Services
gpay housekeeping chennai transworld make my trip 37864,Travel
grocery mart transworld hyd,Groceries
82988 upi boomky pharma,Entertainment
iocl order redbus note:dee48814ee ref48332,Travel
mdart 93307 paytm burger king urban mall fuel grocery,Groceries
order gurgaon utr 15556 amzn f,Groceries
urban mall pvr ord3045,Entertainment
reliance fresh 16804 star services note:ad32e7a141 ref40070,Groceries
municipal 76434 mum pvr note:5bd07ce784 ref94887,Entertainment
ajio outlet kol car %161 25359 bill,Services
uber txn4337,Travel
kol -909 laun phonepe card 41929,Services
make my trip txn5207,Travel
doctor neft 79543 star services pvr,Entertainment
local kirana fuel 16501 phonepe note:975f58e232 ref29529,Groceries
ride tneb rtgs 43517 cinema #87 movie,Entertainment
6590 air india unknown flight,Travel
dental care #293 phonepe 47196 blr electricity board,Health & Medical
property tax ord8457,Bills & Utilities
transworld ref fuel station 10571 vijayawada neft,Fuel
travelmart big bazaar ref4706,Groceries
bank transfer electrician hyd !135 imps 94761 subscription,Services
!467 ticket imps hyd 29433,Entertainment
neft 28556 cour,Services
_716 ride chennai utr 60736 ttaacliq mx player,Shopping
pathlab blr 17999 fuel,Health & Medical
fuel misc payment mum 34800 paytm kfc _318,Others
recharge imps aij 29947 flipkart movie,Shopping
#905 90921 tiffin service pune note:3cdf3919d8 ref31779,Services
bpc 87563 hotel taj card hyd note:3ae8a0f00f ref37554,Fuel
transworld netflix txn9289,Entertainment
fatsagrefuel shop del %749 32659 paytm global stores,Fuel
water board doctor 69412 /125 paytm note:a4ddaf6a53 ref10911,Shopping
5715 pune %864 union services jiom eye care,Groceries
ac repair onepay 99178 vpa,Services
-196 make my trip 71693 note:21f43e8b3d ref51343,Others
bill myntra blr /328 73613 gpay misc payment,Shopping
79335 kol card hotel taj irctc phonepe,Food & Dining
broadband bill cashwithdarwal gpay clinic hyd 63336,Others
vpa vijayawada petrol recharge metro,Fuel
cafe coffee day del,Food & Dining
jio 32914 global stores croma phonepe del /676,Groceries
8823 /217 gapsump vijayawada gpay rent,Fuel
metro ticket flipkart vpa,Travel
carw 90579 utr green fresh nykaa doctor kol,Services
airtel apna mart gurgaon,Bills & Utilities
64562 vpa petrol pump local kirana blr,Groceries
card bharat petroleum imps 5150 cour dinner,Services
gpay rent 87295 watreboard recharge,Bills & Utilities
blr gpay card &594 91288 reliance,Bills & Utilities
iocl ref6543,Fuel
global stores myntra 65445 shop paytm movie,Entertainment
ac repair doctor upi %939 city plaza jio 42005 gurgaon,Bills & Utilities
noida ride jio mart 86982 imps,Groceries
rent ride netflix neft chennai 2144 doctor,Others
71991 bigbasket bank transfer mum,Others
car wash ord3573,Services
doctor kol @809 utr mx pl rent 64782 doctor,Entertainment
recharge global stores 20305 eye care ajio grocery,Health & Medical
quickpay croma ref8030,Shopping
rent paytm azmnf goibibo 66672 dinner,Groceries
21856 @888 burger king txn hbaratpetroleum,Fuel
vijayawada utr #231 iol 41458,Fuel
31231 vpa cab dosa plaza dominos @568 note:2f47a5ec24 ref14535,Food & Dining
!795 hyd 6552 note:cc8e0c6a2f ref86552,Travel
housekeeping vijayawada,Services
54819,Shopping
amzn fresh ord4751,Groceries
electrician vijayawada,Services
cab phonepe reliance fresh pathlab 68833,Groceries
fastlane 53203 upi rent note:71f38e145d ref99289,Food & Dining
txn :643 52656 urban mall aijo gurgaon flight,Shopping
star services ola ref4239,Travel
pharmeasy txn5978,Health & Medical
travelmart courier ord5944,Services
cinema kol paytm zom note:9343718976 ref36617 movie,Food & Dining
bank tr imps 6183 laundry blr note:4be622b769 ref52224,Others
pharma imps mall 27194 pune fuel station doctor,Shopping
28207 transworld rent utr eyceare note:57e2587dc4 ref96064,Health & Medical
parking fee hpc paytm 60045,Fuel
98790 &57 cash withdrawal metro cinema subscription,Entertainment
noida burger king imps dnetalcare green fresh :982 34150 petrol,Health & Medical
order chennai 95281 gpay :276 apna mart meesho,Groceries
57066 irctc gurgaon gpay ac repair pos movie,Services
bill irtcc 795 -941 noida,Travel
paytm bill kol laudnry prime mart 32801,Services
hotel taj ticket 6181 gurgaon utr,Food & Dining
omni corp tiffin service txn5065,Services
prime video fastlane,Entertainment
pune iocl 30318 *204 ticket grocery utr,Groceries
metro ticket txn6525,Travel
dental care daily mart blr,Health & Medical
29863 grofers daily mart pune,Groceries
205513,Health & Medical
!223 tneb blr rtgs transworld pharma,Bills & Utilities
57576,Entertainment
gas pump ref2158,Fuel
prime mart tneb txn833,Bills & Utilities
blr meesho urban company doctor note:536b8367a9 ref15848,Services
2690 !929 neft bharat petroleum,Fuel
meesho mum,Shopping
clinic onepay chennai,Health & Medical
imps hyd mcodnalds ajio outlet 76633 flight,Food & Dining
blr dmart vendor payment 23503 note:5a9cd771c7 ref52855 petrol,Others
paymart kfc ord7512,Food & Dining
max hospital apna mart blr,Health & Medical
onepay water board ref1583,Bills & Utilities
pune ref 59611 apollo,Shopping
star services zee5 plum upi 67216,Services
star services airtel txn9186,Bills & Utilities
city plaza laundry ord1722,Services
59239 recharge vpa paymart _484 prime video metro ticket,Travel
fastag refuel ref7906,Fuel
sony liv chennai,Entertainment
tata cliq 95247 card -109 phonepe rent kol flight,Others
red pune apollo prime mart ticket utr :652 80880 note:c963d991ed ref35468,Travel
mum 93356 spotify utr pvr,Entertainment
vijayawada upi 16244 -442 metro t goibibo,Travel
pvr ord6773,Entertainment
mx player ord6702,Entertainment
67473 prime video #313,Entertainment
_254 card starbucks 18538 paymart note:fdb760cb9f ref99951,Food & Dining
mall jio fuel onepay 98333 #336 mum,Bills & Utilities
utr #56 kol grocery mart 79890 amzn fresh,Groceries
reliance hotel taj ref4857,Food & Dining
pay 56599 daily mart ajio outlet utr doctor,Shopping
sony liv -697 16762 fastlane tenb cab note:41cad66165 ref85554 grocery,Bills & Utilities
utr pos airinida 12624 kol apollo,Travel
mall ref6597,Shopping
utr ref hyd 24832 apthlab,Health & Medical
unkn chennai star services 87523 subscription,Others
32723 global stores upi bbnow,Groceries
52451 icrtc rtgs,Travel
ref imps blr -551 laundry 51586,Health & Medical
%959 doctor vijayawada burger king zomato gpay 38010,Food & Dining
onepay bank transfer txn3900,Others
gpay paymart recharge pune fastag refuel 83202 note:b5bcf9bbd0 ref45797,Groceries
vijayawada ticket 10776 mx player -23,Entertainment
48516 fastlane vpa vijayawada,Travel
fuel 88963 bharat petroleum gpay,Fuel
dth daily mart blr,Bills & Utilities
chennai cro neft &887 87473 txn eye care note:092cb69dc2 ref39007 dinner,Shopping
hyd swiggy :741 upi 89649 cinema,Food & Dining
dosa plaza onepay kol,Food & Dining
gpay pune cinema 22203 order @240 jio,Bills & Utilities
78285 kol vpa apna mart ioc -728,Fuel
cash withdrawal 54908 bigbzaaar upi,Groceries
#362 carepair phonepe global stores 55412 shop parking fee blr,Services
green fresh jio txn5484,Bills & Utilities
*116 41748 hotel taj kol ernt gpay,Others
noida 47374 denatl imps,Health & Medical
pune neft *217 dosa plaza 41096 pharma municiapl note:7e157f9710 ref13621,Bills & Utilities
bill prime 18370 paytm meesho,Entertainment
express mart goibibo ref5524,Travel
water board ord5778,Bills & Utilities
misc payment green fresh,Others
21123 imps ac repair,Services
dominos card zee5 rtgs urban mall vijayawada *990 8316 note:2b80fc6e5f ref68504,Food & Dining
recharge @537 2488 gpay charity chennai,Others
_346 mkaemytrip goibibo 77579 metro doctor,Travel
starbucks ord1484,Food & Dining
doctor 57813 max hospital noida,Travel
pvr indgio 18231,Travel
del vendor payment pay neft 80423 travelmart note:10f8b6c4de ref97458,Others
gpay !805 pahrmeasy pharma 98195 note:e9e912ce7d ref40193 flight,Health & Medical
&353 gift shop 8333 mum movie,Others
1mg gpay bbnow 73263 flight,Health & Medical
cin %782 65329 medplus txn,Entertainment
58625 upi !63 dmart bnaktransfer,Others
33259 neft ticket mum,Entertainment
dosa plaza txn9103,Food & Dining
dominos union services blr,Food & Dining
14546 utr ticket waetrboard del,Bills & Utilities
tata star services make my trip doctor blr 74717,Shopping
quickpay irt,Travel
fastlane 53022 hyd gpay &655 munic,Bills & Utilities
metro doctor nykaa #678 jio mart,Shopping
87816 express mart cafe coff,Food & Dining
22870 #476 myntra gas pump clinic phonepe grocery,Shopping
shop hotel taj upi 37583 #867,Food & Dining
order ola vijayawada 30675 tata cliq subscription,Travel
cab gurgaon paytm 39941 maxhosptial,Health & Medical
red 41468 imps @641 express mart repair,Travel
cinema express mart del,Entertainment
chennai charity 34474 miscpamyent neft global stores clinic,Others
union services starbucks ref7126,Food & Dining
@250 42794 grocery mart clinic ind grocery,Travel
*459 ride agsbill noida metro vendor payment 88924,Bills & Utilities
9155 pune %796 osny bookmyshow imps repair,Entertainment
netflix 9489 mahxospital shop chennai paytm note:bf26a950bd ref37201,Health & Medical
del 32202,Bills & Utilities
amzn fresh txn9740,Groceries
prime mart blr card 97137 rictc hotstar,Travel
vijayawada mdart %510 83367 imps global stores,Groceries
25805 %473 cab vendor p apna mart noida note:4df24df5b8 ref47539 doctor,Others
utr *8 pharmesay kol shell 45787 rent note:73c2d869fa ref72533,Health & Medical
travelmart big bazaar ref3403,Groceries
83574 vendor payment mcdon neft _761 ticket note:bcf529d4b6 ref74987,Food & Dining
41181 bpcl vpa movie,Food & Dining
15393 bigbasket netf rtgs gurgaon repair,Entertainment
municipal,Bills & Utilities
_274 doctor imps 96648 charity,Others
metro uber ref8166,Travel
local kirana vpa 13875 :670,Groceries
cash withdrawal bharat pe paytm _277 mum doctor,Fuel
37357 idnigo gurgaon fuel !322 note:aa8ab1489f ref25473,Travel
petrlo city plaza mum !658 note:4af2cd0a86 ref47017,Fuel
8228 gas bill paytm fastlane fuel &949,Fuel
dosa p 64003 mum rtgs -32,Food & Dining
city plaza cinema txn5352,Entertainment
gurgaon jio shop vpa 45797 note:db64289d15 ref18445 flight,Bills & Utilities
prime video 68407 kfc utr kol note:de5a5762ab ref42830,Entertainment
fortis txn1007,Health & Medical
blr @785 fuel station tatcaliq recharge note:307a6d1f84 ref96084,Shopping
bookmy 60412 star services utr,Entertainment
max hospital ord7376,Health & Medical
mx player chennai,Entertainment
salon clinic rtgs 50190 mum dinner,Health & Medical
22573 property tax %122 pune ticket electrician note:970ed62e7e ref38875,Bills & Utilities
54781 mxahospital kol flipkart utr cab note:8278dc1dad ref31317,Health & Medical
urban mall pharma parking fee kol jio mart 36202 doctor,Groceries
housekeeping jio noida @218 23335,Bills & Utilities
mall kfc bill 23791 vpa doctor,Food & Dining
98439 phonepe *610 repair,Entertainment
union services dominos txn6039,Food & Dining
municipla property tax clinic imps 5455 dinner,Bills & Utilities
lfipkart pos upi gurgaon 28049 %119,Shopping
fastag refuel 88313 gpay omni corp txn,Fuel
34242 pharma rtgs ola,Health & Medical
electricity board noida 43196 upi,Shopping
kol donation petrol bunk cab #605 grocery,Fuel
paymart parking fee ord156,Others
/716 ref pune 97700,Shopping
charity ord2893,Others
domnios amazon ref noida utr,Food & Dining
nyaka phonepe dth 11330 bill :116,Shopping
paytm 42902 omni corp kfc,Travel
utr car wash grocery,Bills & Utilities
misc payment ord4769,Others
hyd doctor 56492 phonepe,Bills & Utilities
paytm txn *389 mum 89123 plumber,Others
neft 95911 global stores ren,Others
ren ride 35143 chennai,Others
onepay mcdonalds ref7143,Food & Dining
98462 croma rtgs onepay mcdonalds repair,Shopping
ubre noida 55910 fortis imps recharge,Travel
vpa courier *456 kol 50109 fastlane card denatlcare,Health & Medical
flipkart noida fortis ticket 91850 note:af2a49e05d ref35897,Health & Medical
recharge rtgs #117 57411 kol edntal note:b2e51c235e ref63616 petrol,Health & Medical
onepay apollo ref7765,Health & Medical
76934 order care note:0c63a61668 ref58355,Services
6561 phonepe electrician note:45564e3de9 ref41396,Services
fuel kol 50214 netflix upi petrol,Entertainment
@277 goibibo 58808 pune indigo,Travel
global stores cash withdrawal txn7199,Others
vijayawada croma flipkart note:ca0230f09c ref99559,Shopping
ride *390 neft 99077 dominos goib,Travel
rent prime mart 6078,Services
card grofers 67260 vijayawada grocery,Bills & Utilities
myntra ref6224,Shopping
swiggy metro del,Food & Dining
burger king txn5919,Food & Dining
gpay star services movie,Services
phonepe bigbsaket prime mart 61356 -198,Groceries
61599 amazno ac repair utr doctor pune petrol,Shopping
71013 ride salon parkin imps note:d086a99b31 ref57026,Others
imps chennai pao 36876,Health & Medical
swiggy 60336 neft blr,Food & Dining
amazon 20968 @442 prmievideo note:40f899ac13 ref13403 flight,Entertainment
47918 omni corp kol rtgs dth,Services
68343 metro ticket !78 grocery mart city plaza clinic,Groceries
daily mart pune ajoioutlet gpay cash withdrawal 19127 movie,Shopping
tiffin service express mart hyd,Services
:992 meehso rtgs eye care txn,Shopping
metro zee5 ref1837,Entertainment
union services misc payment ride pune,Others
59814 card dominos /14 green fresh,Travel
fastlane prime video txn8235,Entertainment
pharmeasy ref7330,Health & Medical
gas bill amazon pune :918 69543 note:c25dc5c7ab ref20085 movie,Shopping
hotstar order &881 gpay noida fuel station 31247,Entertainment
pvr 74437 utr 1mg,Entertainment
62082 rtgs kol aiirndia shop subscription,Travel
apollo global stores del,Health & Medical
fastlane mcdonalds ord6807,Food & Dining
35628 prime video chennai sptoify,Entertainment
transworld ac repair electrician upi pos 97180,Services
aji blr burger king gpay 92729 flight,Shopping
gift shop ref952,Others
apna mart dental care txn3306,Health & Medical
97481,Shopping
big bazaar 56810 bill chennai utr,Food & Dining
green fresh donation ref4103,Others
reliance neft %691 air i 55774 big bazaar movie,Travel
#468 38003 recharge bahratpetroleum water board petrol,Fuel
gurgaon kfc 61207 rent utr,Food & Dining
71039 pune imps gift shop housekeeping cab,Services
mum cin 29028 pharma rtgs,Entertainment
unknown 68758 imps /454 petrol bunk gurgaon global stores,Others
rent chennai &809 70648,Entertainment
express mart meesho txn1231,Shopping
watreb -386 omni corp,Bills & Utilities
@78 8198 gas bill note:b7bff724ab ref60364 doctor,Food & Dining
:320 hotel taj ref sal 22611,Services
plumber txn8899,Services
rtgs -578 1mg 47855,Health & Medical
cafe coffee day metro kol,Food & Dining
electricitbyoard pharmeasy shop paytm,Bills & Utilities
green fresh water board ref377,Bills & Utilities
meesho express mart,Shopping
1mg txn5985,Health & Medical
union services paytm -591 rent 16245 mum jio mart salon,Groceries
pune prime video 58745 hosueke onepay movie,Services
broadband bill ord1881,Bills & Utilities
star services air india ref2005,Travel
reliance iocl ref3513,Fuel
12467 :299 shop dosa plaza movie,Others
gift shop _117 72588 vpa card note:0b65d23ad3 ref90173 doctor,Others
express mart mall txn5313,Shopping
pay munciipal *116 paytm 72543 blr,Bills & Utilities
7505 :634 char upi jio mart bill,Others
77709 electrciityboard bank transfer noida ref @163 vpa dinner,Bills & Utilities
71818 shop gpay chennai dmart fastlane movie,Groceries
mum gpay 43262 swgigy,Food & Dining
plumber chennai,Services
noida gpay 18367 bookmyshow @880,Entertainment
ref bharat petroleum fastlane 92103 bbnow :211,Groceries
903 parking fee ticket phonepe transworld movie,Others
neft blr &584 51878,Food & Dining
88778 daily mart eye care pathlab vijayawada note:d2041fec80 ref85710 subscription,Health & Medical
cinema ref5160,Entertainment
clinic prime mart kol housekeeping 80080 phonepe vendor payment -103,Services
goibibo txn6793,Travel
28204 cab #292 phonepe,Others
zomato 18353 metro rtgs #631 fuel dinner,Groceries
upi medplus :585 gurgaon 8654 ticket,Health & Medical
rap 13898 neft mum swiggy doctor note:371552ca3c ref21993,Travel
cafe coffee day 47728 dental,Health & Medical
quickpay order kol 11670 netflix upi property tax,Entertainment
cab del car wash 67364 tiffin service note:f4bd4e0797 ref29418,Services
noida reliance fresh 38428 clinic pvr phonepe,Groceries
rtgs bank transfer 38393 mum aji,Shopping
gurgaon 76650 gpay @55 unknown meesho,Shopping
bank transfer fastlane hyd,Others
upi ref hyd bank transfer car dinner,Services
70932 vijayawada neft cab 1mg metro corma !647,Shopping
ola ref5879,Travel
55738 del spotify upi ride,Entertainment
vpa gas bill 27258 gasb %548 transworld pune,Bills & Utilities
tneb hyd neft dentalcrae 87111 *559,Health & Medical
imps #594 apollo ait movie,Bills & Utilities
pos kol vpa 35537 ac repair note:6a6768ce53 ref83126,Services
cab express mart vpa dmart mum -107 note:a05ff4d544 ref72392,Groceries
del pharma paytm 92479 max hospital gift shop reliance flight,Health & Medical
92466 utr blr bcpl grofers -45,Fuel
noida fastag 54931 ac repair,Fuel
rboadbandbill dental care,Bills & Utilities
rtgs _340 82751,Food & Dining
13681 paytm ubre :953,Travel
cash withdrawal bbnow noida vpa 41855,Others
electrician ord7691,Services
38979 :643 blr hotstar neft domi,Food & Dining
jio ref3539,Bills & Utilities
94259 properyttax paymart prime video card chennai neft note:9fa7b9c4b8 ref59044 flight,Bills & Utilities
bill 41078 ube daily mart,Travel
quickpay gas pump txn8920,Fuel
rtgs grocery mart 20108 blr,Groceries
city plaza pvr ord4144,Entertainment
clinic 29323 metro mum note:cae24df560 ref44355,Travel
bill 72162 unkn imps paymart,Others
pharma fastlane rtgs,Others
noida utr 60713 dth bookmyshow,Bills & Utilities
laundry ord5765,Services
pharmeasy rent upi &342 kol,Health & Medical
express mart municipal txn1992,Bills & Utilities
fastag refuel indigo pune 17173,Travel
hyd gpay bharat pe 51447 txn,Fuel
city plaza dth txn6972,Bills & Utilities
96427 rent del,Bills & Utilities
chennai utr 30967 elecrtician ticket urban company,Services
blr buer housekeeping imps quickpay clinic 12670,Travel
green fresh pharma 53712 noida rent paytm,Others
city plaza misc payment ord5437,Others
amazon ord6529,Shopping
blr airetl neft :281 70860,Bills & Utilities
36219 clinic nya kol note:a9f047948d ref68948,Shopping
spotify ord2623,Entertainment
*64 unkn laundry imps 6714,Others
pune 5862 mal order @978 movie,Shopping
pay @972 bank transfer 43417 zee5 phonepe,Others
ref burger king cln 31039 :31 note:44e852a1b2 ref15770,Health & Medical
metro ticket 9281 ref upi /165 flight,Travel
